id,latitude,longitude,address,event_type,event_cause,priority,requires_road_closure,status,corridor,zone,junction,start_datetime,closed_datetime,police_station,hour,day_of_week,is_peak_hour,severity_score,duration_mins,corridor_incident_count,zone_incident_count,is_active
FKID001034,12.91212756,77.62604412,"Hosur Road, Krimson Square, Muneshwara Nagar, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",unplanned,vehicle_breakdown,High,False,closed,Hosur Road,,,2024-03-12 21:08:42.002000+00:00,,HSR Layout,21.0,Tuesday,1,3,,298.0,1.0,0
FKID001035,13.0005948,77.6200809,"Pottery Road, Pottery Road CHS, Cooke Town, Bengaluru, Karnataka. Pin-560005 (India)",unplanned,vehicle_breakdown,Low,False,closed,Non-corridor,,,2024-03-12 23:51:38.431000+00:00,2024-03-13 01:31:25.106450+00:00,Pulikeshinagar(F.Town),23.0,Tuesday,0,2,99.77792416666666,3124.0,1.0,0
FKID001036,13.047157,77.5690683,"Outer Ring Road, Devi Nagar, Bengaluru, Karnataka. Pin-560094 (India)",unplanned,vehicle_breakdown,High,False,closed,ORR North 2,,,2024-03-12 20:49:24.262000+00:00,,Kodigehalli,20.0,Tuesday,1,3,,235.0,1.0,0
FKID001037,13.0188765,77.584007,"Bellary Road, Embassy One, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (India)",unplanned,tree_fall,High,True,active,Bellary Road 1,,,2024-03-13 00:54:01.187000+00:00,,R.T. Nagar,0.0,Wednesday,0,7,,610.0,1.0,1
FKID001038,12.9877748,77.7339867,"Whitefield Road, Sadaramangala Industrial Area, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",unplanned,vehicle_breakdown,Low,False,closed,Non-corridor,,,2024-02-12 23:40:03.797000+00:00,,Mahadevapura,23.0,Monday,0,2,,3124.0,1.0,0
FKID001039,12.9824076,77.5950258,"Vidhan Vidhi Road, Police Thimmaiah Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",unplanned,vehicle_breakdown,High,False,closed,CBD 2,,,2024-02-12 23:42:33.173000+00:00,,Cubbon Park,23.0,Monday,0,3,,104.0,1.0,0
FKID001040,12.9433456,77.6976304,"Outer Ring Road, Salarpuria Sattva Eminence, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",unplanned,vehicle_breakdown,High,False,closed,ORR East 1,,,2024-02-13 00:09:16.660000+00:00,,HAL Old Airport,0.0,Tuesday,0,3,,244.0,1.0,0
FKID001041,12.942454,77.622838,"Srinivagilu Main Road, Godavari Block, National Games Village, Koramangala, Bengaluru, Karnataka. Pin-560047 (India)",unplanned,vehicle_breakdown,Low,False,closed,Non-corridor,,,2024-02-13 01:40:15.438000+00:00,2024-02-13 02:51:36.573830+00:00,Adugodi,1.0,Tuesday,0,2,71.35226383333334,3124.0,1.0,0
FKID001042,13.0565039,77.5943245,"Dasarahalli Main Road, RMZ Latitude Commercial, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",unplanned,vehicle_breakdown,High,False,closed,Bellary Road 1,,,2024-02-13 01:50:43.487000+00:00,2024-02-13 02:51:39.237692+00:00,Hebbala,1.0,Tuesday,0,3,60.9291782,610.0,1.0,0
FKID001043,12.9170307,77.5858757,"11th Main Road, Sri Aurobindo Circle, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",unplanned,vehicle_breakdown,Low,False,closed,Non-corridor,,,2024-02-13 02:58:35.009000+00:00,2024-02-13 03:11:40.097890+00:00,Jayanagara,2.0,Tuesday,0,2,13.084814833333333,3124.0,1.0,0
FKID001044,12.9502206,77.5372872,"Mysore Road, KIMCO Junction, Deepanjali Nagar, Bengaluru, Karnataka. Pin-560026 (India)",unplanned,vehicle_breakdown,High,False,closed,West of Chord Road,,,2024-02-13 00:21:20.925000+00:00,,Byatarayanapura,0.0,Tuesday,0,3,,174.0,1.0,0
FKID001045,13.0652888,77.5949258,"1st Cross Road, Renaissance Prospero Apartment, Kashi Nagar, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",unplanned,tree_fall,High,True,active,Bellary Road 2,,,2024-03-13 00:56:30.315000+00:00,,Hebbala,0.0,Wednesday,0,7,,379.0,1.0,1
FKID001046,12.9762648,77.5986619,"Kasturba Road, Mahatma Gandhi Circle, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",unplanned,vehicle_breakdown,High,False,closed,CBD 2,,,2024-02-13 03:27:39.458000+00:00,,Cubbon Park,3.0,Tuesday,0,3,,104.0,1.0,0
FKID001047,12.9213343,77.6202852,"Hosur Road, Market Square Value Mall, Block 2, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",unplanned,procession,High,False,closed,Hosur Road,,,2024-02-13 01:11:55.755000+00:00,,Madiwala,1.0,Tuesday,0,6,,298.0,1.0,0
FKID001048,12.9832297,77.5304318,"G Narayana Kumar Road, Asthagrama New Extension, Kamakshipalya, Bengaluru, Karnataka. Pin-560079 (India)",unplanned,vehicle_breakdown,High,False,closed,Magadi Road,,,2024-03-13 01:03:55.339000+00:00,,Kamakshipalya,1.0,Wednesday,0,3,,245.0,1.0,0
FKID001049,13.0192181,77.5844982,"Binny Mill Main Road, Embassy One, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (India)",unplanned,tree_fall,High,False,active,Bellary Road 1,,,2024-02-13 04:20:20.608000+00:00,,R.T. Nagar,4.0,Tuesday,0,4,,610.0,1.0,1
FKID001050,13.0407726,77.5172982,"Mumbai Bengaluru Highway, Netaji Nagar, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)",unplanned,vehicle_breakdown,High,False,closed,Tumkur Road,,,2024-02-13 02:11:15.498000+00:00,,Peenya,2.0,Tuesday,0,3,,458.0,1.0,0
FKID001051,12.8905851,77.598181,"Bannerghatta Main Road, Arekere Gate Junction, Arakere, Bengaluru, Karnataka. Pin-560076 (India)",unplanned,vehicle_breakdown,High,False,closed,Bannerghata Road,,,2024-02-13 04:45:57.925000+00:00,2024-02-13 04:56:32.305743+00:00,Mico Layout,4.0,Tuesday,0,3,10.573012383333333,209.0,1.0,0
FKID001052,12.9693674,77.7006428,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",planned,construction,High,False,closed,ORR East 2,,,2024-02-13 04:56:27.392000+00:00,,HAL Old Airport,4.0,Tuesday,0,5,,187.0,1.0,0
FKID001053,12.9807943,77.6027084,"Infantry Road, Prestige Central, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",unplanned,pot_holes,High,False,closed,CBD 1,,,2024-02-13 04:28:01.225000+00:00,2024-02-17 11:00:12.142099+00:00,Shivajinagar,4.0,Tuesday,0,4,6152.18195165,26.0,1.0,0
FKID001054,12.9363555,77.7054446,"Panathur Main Road, Vandana Tejyesh, Varthur Hobli, Panathur, Bengaluru, Karnataka. Pin-560087 (India)",unplanned,others,Low,False,closed,Non-corridor,,,2024-02-13 05:03:37.758000+00:00,2024-02-19 21:06:19.684448+00:00,HAL Old Airport,5.0,Tuesday,1,2,9602.698774133334,3124.0,1.0,0
FKID001055,12.945254,77.7471444,"Varthur Main Road, KSRTC Travel House Junction, Varthur Marattahalli, Bengaluru, Karnataka. Pin-560087 (India)",unplanned,vehicle_breakdown,Low,False,closed,Non-corridor,,,2024-03-12 22:39:34.919000+00:00,,Whitefield,22.0,Tuesday,1,2,,3124.0,1.0,0
FKID001056,12.9874677,77.7368137,"Whitefield Road, International Technology Park Bangalore, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",unplanned,vehicle_breakdown,Low,False,closed,Non-corridor,,,2024-03-12 23:44:07.131000+00:00,,Whitefield,23.0,Tuesday,0,2,,3124.0,1.0,0
FKID001057,13.0418851,77.5937286,"MBT Road, Amanikere, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",unplanned,vehicle_breakdown,High,False,closed,ORR North 1,,,2024-03-13 02:12:05.452000+00:00,2024-03-13 02:54:53.974637+00:00,Hebbala,2.0,Wednesday,0,3,42.808710616666666,275.0,1.0,0
FKID001058,12.9609276,77.6385425,"Old Airport Road, Dr Rajkumar Circle, Domlur, Bengaluru, Karnataka. Pin-560071 (India)",unplanned,pot_holes,High,False,closed,Old Airport Road,,,2024-03-13 02:21:15.366000+00:00,2024-03-17 07:16:42.093052+00:00,Halasur,2.0,Wednesday,0,4,6055.445450866667,76.0,1.0,0
FKID001059,12.9593323,77.6555092,"Old Airport Road, Thimma Reddy Layout, Murugeshpalya, Bengaluru, Karnataka. Pin-560017 (India)",planned,construction,High,False,active,Old Airport Road,,,,,Jeevanbheemanagar,-1.0,,0,5,,76.0,1.0,1
FKID001060,13.0199453,77.5526338,"Mumbai Bengaluru Highway, Aparna Elina, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",unplanned,vehicle_breakdown,High,False,closed,Tumkur Road,,,2024-02-13 04:38:28.292000+00:00,2024-02-13 05:07:47.078818+00:00,Yeshwanthpura,4.0,Tuesday,0,3,29.313113633333334,458.0,1.0,0
FKID001061,13.0539229,77.5309493,"SM Road, Subroto Enclave, Jalahalli West, Bengaluru, Karnataka. Pin-560015 (India)",unplanned,vehicle_breakdown,Low,False,closed,Non-corridor,,,2024-02-13 05:31:05.294000+00:00,2024-02-13 05:59:50.728436+00:00,Jalahalli,5.0,Tuesday,1,2,28.7572406,3124.0,1.0,0
FKID001062,12.9761446,77.5316524,"Nagarabhavi Main Road, Prasanthnagar Circle, Vijaya Nagar North, Bengaluru, Karnataka. Pin-560079 (India)",unplanned,pot_holes,Low,False,active,Non-corridor,,,2024-02-13 05:56:53.905000+00:00,,Vijayanagara,5.0,Tuesday,1,3,,3124.0,1.0,1
FKID001063,13.1841605,77.5665142,"Unnamed Road, Kempegowda Layout, Adiganahalli, Bengaluru, Karnataka. Pin-560064 (India)",unplanned,vehicle_breakdown,Low,False,resolved,Non-corridor,,,2024-02-13 06:02:31.092000+00:00,,Yelahanka,6.0,Tuesday,1,2,,3124.0,1.0,0
FKID001064,13.00995617,77.58398473,"ಬಳ್ಳಾರಿ ರಸ್ತೆ, ಗುಟ್ಟಹಳ್ಳಿ, ಸದಾಶಿವ ನಗರ, ಬೆಂಗಳೂರು ಪಶ್ಚಿಮ ನಗರ ನಿಗಮ, Bengaluru, ಬೆಂಗಳೂರು ಉತ್ತರ, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560003, India",planned,public_event,High,False,closed,Bellary Road 1,,,,,Sadashivanagar,-1.0,,0,6,,610.0,1.0,0
FKID001065,12.989485,77.6531267,"Old Madras Road, NGEF Layout, Benaiganahalli, Bengaluru, Karnataka. Pin-560038 (India)",unplanned,vehicle_breakdown,High,False,closed,Old Madras Road,,,2024-02-13 02:52:42.271000+00:00,,Banaswadi,2.0,Tuesday,0,3,,263.0,1.0,0
FKID001066,12.966567,77.5879531,"Sri Narsimha Rao Road, Sri Narasimharaja Square, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",unplanned,vehicle_breakdown,High,False,closed,Mysore Road,,,2024-02-13 02:58:37.153000+00:00,,Halasuru Gate,2.0,Tuesday,0,3,,743.0,1.0,0
FKID001067,12.9358133,77.5141914,"Mysore Road, Navami Landmark, Bangalore University, Jnana Bharathi, Bengaluru, Karnataka. Pin-560056 (India)",unplanned,vehicle_breakdown,High,False,closed,Mysore Road,,,2024-02-13 03:52:01.085000+00:00,,Byatarayanapura,3.0,Tuesday,0,3,,743.0,1.0,0
FKID001068,12.9220685,77.6452956,"Outer Ring Road, Heavie Halcyon, Agara, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",unplanned,vehicle_breakdown,High,False,closed,ORR East 1,,,2024-03-13 03:23:38.959000+00:00,2024-03-13 03:50:52.559913+00:00,HSR Layout,3.0,Wednesday,0,3,27.226681883333335,244.0,1.0,0
FKID001069,12.9865387,77.6480642,"Suranjan Das Road, Byappanahalli Junction, Baiyappanahalli, Bengaluru, Karnataka. Pin-560038 (India)",unplanned,vehicle_breakdown,High,False,closed,Old Madras Road,,,2024-03-13 01:27:01.718000+00:00,,Jeevanbheemanagar,1.0,Wednesday,0,3,,263.0,1.0,0
FKID001070,13.0380851,77.6260747,"MBT Road, Block 5 Stage 1, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",unplanned,others,High,False,active,Hennur Main Road,,,2024-02-13 05:55:00.578000+00:00,,Hennuru,5.0,Tuesday,1,3,,96.0,1.0,1
FKID001071,12.9871483,77.6489576,"Old Madras Road, Byappanahalli Junction, Baiyappanahalli, Bengaluru, Karnataka. Pin-560038 (India)",unplanned,vehicle_breakdown,High,False,closed,Old Madras Road,,,2024-03-13 01:21:48.463000+00:00,,Banaswadi,1.0,Wednesday,0,3,,263.0,1.0,0
FKID001072,12.9896694,77.6533902,"Old Madras Road, NGEF Layout, Benaiganahalli, Bengaluru, Karnataka. Pin-560038 (India)",unplanned,vehicle_breakdown,High,False,closed,Old Madras Road,,,2024-02-13 02:49:48.910000+00:00,,Banaswadi,2.0,Tuesday,0,3,,263.0,1.0,0
FKID001073,12.92213,77.6687167,"Outer Ring Road, Prestige Ferns Galaxy, Bellandur Gate, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",unplanned,vehicle_breakdown,High,False,closed,ORR East 1,,,2024-02-13 04:07:20.642000+00:00,,Bellandur,4.0,Tuesday,0,3,,244.0,1.0,0
FKID001074,12.9758543,77.5880734,"Nrupatunga Road, Krishna Rajendra Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",unplanned,others,Low,True,active,Non-corridor,,,2024-03-13 04:03:35.196000+00:00,,Cubbon Park,4.0,Wednesday,0,5,,3124.0,1.0,1
FKID001075,12.9358519,77.5140606,"Mysore Road, Navami Landmark, Bangalore University, Jnana Bharathi, Bengaluru, Karnataka. Pin-560056 (India)",unplanned,vehicle_breakdown,High,False,closed,Mysore Road,,,2024-02-13 03:36:36.737000+00:00,,Byatarayanapura,3.0,Tuesday,0,3,,743.0,1.0,0
FKID001076,13.0413026,77.5169471,"Mumbai Bengaluru Highway, Netaji Nagar, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)",unplanned,vehicle_breakdown,High,False,closed,Tumkur Road,,,2024-02-13 03:36:07.884000+00:00,,Chikkabanavara,3.0,Tuesday,0,3,,458.0,1.0,0
FKID001077,13.0325034,77.5876439,"Bellary Road, TP Venugopal Layout, Anand Nagar, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",unplanned,vehicle_breakdown,High,False,closed,Bellary Road 1,,,2024-02-13 04:00:52.349000+00:00,,Kodigehalli,4.0,Tuesday,0,3,,610.0,1.0,0
FKID001078,12.9758374,77.5880549,"Nrupatunga Road, Krishna Rajendra Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",unplanned,Debris,Low,True,active,Non-corridor,,,2024-03-13 04:06:50.011000+00:00,,Cubbon Park,4.0,Wednesday,0,6,,3124.0,1.0,1
FKID001079,12.9888459,77.5084844,"Magadi Main Road, BM Shankarappa Industrial Estate, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",unplanned,vehicle_breakdown,High,False,closed,Magadi Road,,,2024-03-13 04:12:00.522000+00:00,2024-03-13 04:45:06.639163+00:00,Kamakshipalya,4.0,Wednesday,0,3,33.101952716666666,245.0,1.0,0
FKID001080,13.0436361,77.6023637,"MBT Road, Yogesh Nagar, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",unplanned,vehicle_breakdown,High,False,closed,ORR North 1,,,2024-03-13 04:35:04.351000+00:00,2024-03-13 05:39:06.312439+00:00,Hebbala,4.0,Wednesday,0,3,64.03269065,275.0,1.0,0
FKID001081,12.923815,77.6534717,"Agara Junction Flyover, Sobha Onyx, Agara, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",unplanned,vehicle_breakdown,High,False,closed,ORR East 1,,,2024-03-13 04:23:25.800000+00:00,,Bellandur,4.0,Wednesday,0,3,,244.0,1.0,0
FKID001082,13.0414817,77.6247967,"Thanisandra Main Road, MSR North Tower, MSR North City, Nagavara, Bengaluru, Karnataka. Pin-560077 (India)",unplanned,vehicle_breakdown,High,False,closed,Hennur Main Road,,,2024-03-13 01:48:39.012000+00:00,,Hennuru,1.0,Wednesday,0,3,,96.0,1.0,0
FKID001083,12.9529107,77.5414651,"KR Market Road, KR Market Road Junction, Bapuji Nagar, Bengaluru, Karnataka. Pin-560026 (India)",unplanned,vehicle_breakdown,High,False,closed,Mysore Road,,,2024-02-13 06:38:59.810000+00:00,2024-02-13 07:00:56.362581+00:00,Byatarayanapura,6.0,Tuesday,1,3,21.942543016666665,743.0,1.0,0
FKID001084,12.9900024,77.5886416,"Palace Loop Cross Road, Kalpana Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",unplanned,others,High,False,closed,Bellary Road 1,,,2024-02-13 07:11:10.292000+00:00,2024-02-13 07:15:11.012296+00:00,High ground,7.0,Tuesday,1,3,4.012004933333333,610.0,1.0,0
FKID001085,13.084527,77.5502631,"1st Cross Road, Prosperhomes Bliss, Aditya Nagar, Chikkabettahalli, Bengaluru, Karnataka. Pin-560097 (India)",unplanned,vehicle_breakdown,Low,True,resolved,Non-corridor,,,2024-02-13 06:53:20.224000+00:00,,Sheshadripuram,6.0,Tuesday,1,5,,3124.0,1.0,0
FKID001086,12.9523244,77.5412771,"A Cross Road, YR Vasudeva Bhattacharya Layout, Byatarayanapura New Extension, Bengaluru, Karnataka. Pin-560026 (India)",unplanned,vehicle_breakdown,High,False,closed,Mysore Road,,,2024-02-13 07:09:12.255000+00:00,2024-02-13 07:18:46.658697+00:00,Byatarayanapura,7.0,Tuesday,1,3,9.573394949999999,743.0,1.0,0
FKID001087,13.0281789,77.7242348,"MBT Road, Garuda Creek View, Medahalli, Bengaluru, Karnataka. Pin-560049 (India)",unplanned,accident,Low,False,closed,Non-corridor,,,2024-02-13 06:50:08.656000+00:00,,K.R. Pura,6.0,Tuesday,1,6,,3124.0,1.0,0
FKID001088,12.9900342,77.5886347,"Palace Road, Kalpana Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",unplanned,others,High,False,closed,Bellary Road 1,,,2024-02-13 07:15:14.499000+00:00,2024-02-15 22:36:24.426282+00:00,High ground,7.0,Tuesday,1,3,3801.1654547,610.0,1.0,0
FKID001089,13.0414031,77.6222596,"2nd Main Road, Munivenkatappa Layout, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)",unplanned,congestion,High,False,closed,Hennur Main Road,,,2024-02-13 07:29:11.620000+00:00,2024-02-13 08:39:33.779020+00:00,Hennuru,7.0,Tuesday,1,5,70.369317,96.0,1.0,0
FKID001090,13.0444526,77.5830193,"Outer Ring Road, Abdul Patel Syed Layout, Bhoopasandra, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",unplanned,congestion,High,False,closed,ORR North 2,,,2024-03-13 05:42:36.844000+00:00,,Kodigehalli,5.0,Wednesday,1,5,,235.0,1.0,0
FKID001091,12.9171408,77.5871072,"46th Cross Road, DK Naik Nagar, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",unplanned,vehicle_breakdown,Low,False,closed,Non-corridor,,,2024-03-13 04:35:16.579000+00:00,2024-03-13 04:49:56.277781+00:00,Jayanagara,4.0,Wednesday,0,2,14.661646350000002,3124.0,1.0,0
FKID001092,13.0752051,77.4368448,"Dr Vishnuvardhan Road, Dasanapura, Bengaluru, Karnataka. Pin-562162 (India)",unplanned,vehicle_breakdown,Low,False,closed,Non-corridor,,,2024-03-13 03:20:37.561000+00:00,,No Police Station,3.0,Wednesday,0,2,,3124.0,1.0,0
FKID001093,13.018395,77.5840399,"Bellary Road, Embassy One, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (India)",unplanned,tree_fall,High,False,active,Bellary Road 1,,,2024-03-13 05:22:12.160000+00:00,,R.T. Nagar,5.0,Wednesday,1,4,,610.0,1.0,1
FKID001094,12.8910333,77.5964105,"Arekere MICO Layout Main Road, SJR Primeco Towers, Arakere, Bengaluru, Karnataka. Pin-560076 (India)",unplanned,pot_holes,High,False,active,Bannerghata Road,,,2024-03-13 05:24:50.517000+00:00,,J.P. Nagar,5.0,Wednesday,1,4,,209.0,1.0,1
FKID001095,13.0184029,77.5840124,"Bellary Road, Embassy One, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (India)",unplanned,tree_fall,High,False,closed,Bellary Road 1,,,2024-03-13 05:22:56.176000+00:00,2024-03-13 05:43:19.706824+00:00,Sadashivanagar,5.0,Wednesday,1,4,20.392180399999997,610.0,1.0,0
FKID001096,13.0435974,77.5841884,"Outer Ring Road, Abdul Jabbar Layout, Bhoopasandra, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",unplanned,congestion,High,False,closed,ORR North 2,,,2024-02-13 05:06:01.406000+00:00,,Kodigehalli,5.0,Tuesday,1,5,,235.0,1.0,0
FKID001097,13.0367756,77.6273006,"MBT Road, Block 5 Stage 1, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",unplanned,accident,High,False,closed,ORR North 1,,,2024-02-13 05:40:44.038000+00:00,,K.G. Halli,5.0,Tuesday,1,7,,275.0,1.0,0
FKID001098,12.9630288,77.5956645,"Richmond Road Flyover, Ranka Park Apartment, Sampangiram Nagar, Bengaluru, Karnataka. Pin-560027 (India)",unplanned,vehicle_breakdown,High,False,closed,Mysore Road,,,2024-02-13 08:32:06.690000+00:00,2024-02-13 09:08:05.787419+00:00,Halasuru Gate,8.0,Tuesday,1,3,35.98495698333333,743.0,1.0,0
FKID001099,13.0301289,77.6308545,"MBT Road, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",unplanned,vehicle_breakdown,High,False,closed,Airport New South Road,,,2024-03-13 06:04:48.427000+00:00,2024-03-13 07:09:18.327402+00:00,K.G. Halli,6.0,Wednesday,1,3,64.49834003333333,67.0,1.0,0
FKID001100,12.9563017,77.7086109,"HAL Airport Road, Satko Palm Trees, Munnekolala, Bengaluru, Karnataka. Pin-560037 (India)",unplanned,vehicle_breakdown,High,False,closed,Varthur Road,,,2024-02-13 06:49:07.884000+00:00,,HAL Old Airport,6.0,Tuesday,1,3,,77.0,1.0,0
FKID001101,13.1572853,77.6236222,"Bengaluru Bellary Road, Prestige Enclave, Kadigenahalli, Bengaluru, Karnataka. Pin-562157 (India)",unplanned,vehicle_breakdown,High,False,closed,Bellary Road 2,,,2024-02-13 09:43:59.061000+00:00,,Chikkajala,9.0,Tuesday,0,3,,379.0,1.0,0
FKID001102,13.0058036,77.6859915,"MBT Road, SM Layout, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)",unplanned,vehicle_breakdown,Low,False,closed,Non-corridor,,,2024-02-13 06:21:14.351000+00:00,,K.R. Pura,6.0,Tuesday,1,2,,3124.0,1.0,0
FKID001103,12.9362539,77.5179081,"Mysore Road, Gopalan Arcade, Nayandahalli, Bengaluru, Karnataka. Pin-560039 (India)",unplanned,vehicle_breakdown,High,False,closed,Mysore Road,,,2024-02-13 06:56:53.242000+00:00,,Byatarayanapura,6.0,Tuesday,1,3,,743.0,1.0,0
FKID001104,12.8965845,77.6261058,"Begur Main Road, Krishna Reddy Layout, Hongasandra, Bengaluru, Karnataka. Pin-560068 (India)",planned,procession,Low,False,closed,Non-corridor,,,2024-02-13 09:10:51.588000+00:00,,Madiwala,9.0,Tuesday,0,5,,3124.0,1.0,0
FKID001105,12.9839208,77.639809,"Old Madras Road, New Binnamangla, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",unplanned,vehicle_breakdown,High,False,closed,Old Madras Road,,,2024-03-13 03:43:58.571000+00:00,,Jeevanbheemanagar,3.0,Wednesday,0,3,,263.0,1.0,0
FKID001106,12.9573525,77.5522228,"Mysore Road, PMM Compound, Old Guddadahalli, Bengaluru, Karnataka. Pin-560026 (India)",unplanned,water_logging,High,False,closed,Mysore Road,,,2024-03-13 06:14:19.137000+00:00,2024-03-14 04:36:10.849302+00:00,Chamarajpet,6.0,Wednesday,1,5,1341.8618717,743.0,1.0,0
FKID001107,12.9960033,77.5847614,"Sankey Road, Chandravarkar Layout, Jayamahal, Bengaluru, Karnataka. Pin-560020 (India)",unplanned,water_logging,High,False,closed,Bellary Road 1,,,2024-03-13 06:17:39.199000+00:00,2024-03-15 23:31:11.558153+00:00,High ground,6.0,Wednesday,1,5,3913.5393192166666,610.0,1.0,0
FKID001108,13.0695256,77.5923839,"Raintree Boulevard Internal Road, L&T Tech Park, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",unplanned,vehicle_breakdown,High,False,closed,Bellary Road 2,,,2024-03-13 03:59:18.925000+00:00,,Kodigehalli,3.0,Wednesday,0,3,,379.0,1.0,0
FKID001109,12.9201367,77.6653608,"Sarjapura Main Road, Iblur Junction, Bellandur, Bengaluru, Karnataka. Pin-560102 (India)",unplanned,vehicle_breakdown,High,False,closed,ORR East 1,,,2024-02-13 18:23:41.997000+00:00,2024-02-13 18:56:10.950479+00:00,Bellandur,18.0,Tuesday,0,3,32.482557983333336,244.0,1.0,0
FKID001110,12.9610117,77.5879778,"1st Cross Road, CSI Compound, Kalasipalyam, Bengaluru, Karnataka. Pin-560027 (India)",unplanned,pot_holes,Low,False,active,Non-corridor,,,2024-03-13 06:50:32.993000+00:00,,Halasuru Gate,6.0,Wednesday,1,3,,3124.0,1.0,1
FKID001111,13.0400366,77.5180661,"Mumbai Bengaluru Highway, Jalahalli Cross Junction, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",unplanned,others,High,True,closed,Tumkur Road,,,2024-02-13 11:07:16.906000+00:00,2024-02-13 18:13:13.605917+00:00,Peenya,11.0,Tuesday,0,6,425.9449986166667,458.0,1.0,0
FKID001112,12.9362033,77.7055367,"Panathur Main Road, Vandana Tejyesh, Varthur Hobli, Panathur, Bengaluru, Karnataka. Pin-560087 (India)",unplanned,construction,Low,False,closed,Non-corridor,,,2024-02-13 19:15:48.113000+00:00,2024-03-30 00:12:17.208429+00:00,HAL Old Airport,19.0,Tuesday,1,4,65096.484923816664,3124.0,1.0,0
FKID001113,12.9840515,77.6407696,"Old Madras Road, New Binnamangla, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",unplanned,pot_holes,High,False,active,Old Madras Road,,,2024-02-13 19:23:18.049000+00:00,,Jeevanbheemanagar,19.0,Tuesday,1,4,,263.0,1.0,1
FKID001114,12.9531384,77.5383858,"NH 275, Kavika Layout, Deepanjali Nagar, Bengaluru, Karnataka. Pin-560026 (India)",unplanned,vehicle_breakdown,High,False,closed,West of Chord Road,,,2024-02-13 18:55:15.259000+00:00,,Byatarayanapura,18.0,Tuesday,0,3,,174.0,1.0,0
FKID001115,13.1021402,77.5863437,"Doddaballapur Main Road, East Colony, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",unplanned,others,Low,True,closed,Non-corridor,,,2024-02-13 19:28:48.438000+00:00,2024-02-16 03:55:56.783422+00:00,Yelahanka,19.0,Tuesday,1,5,3387.139090366667,3124.0,1.0,0
FKID001116,12.9770336,77.5839872,"Palace Road, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",unplanned,others,Low,False,closed,Non-corridor,,,2024-02-13 18:54:01.330000+00:00,,Halasuru Gate,18.0,Tuesday,0,2,,3124.0,1.0,0
FKID001117,12.9233102,77.5837951,"9th Main Road, Shri Satya Sai Circle, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",unplanned,others,Low,False,active,Non-corridor,,,2024-03-13 07:18:52.950000+00:00,,Jayanagara,7.0,Wednesday,1,2,,3124.0,1.0,1
